Modelo,Tratamiento,Normal,Loss,Loss1,Loss2,Percentil,Accuracy,F1-Score,Precision,AUC-ROC,Recall
Model4,LIMITACION,STANDARD,mae,MAE,MAE,99,0.9918453639383872,0.9228571428571429,0.9022346368715084,0.9694355980184006,0.9444444444444444
Model1,LIMITACION,STANDARD,mae,MSE,MSE,99.9,0.9877680459075808,0.8687196110210696,0.9745454545454545,0.8912555406563117,0.783625730994152
Model2,LIMITACION,STANDARD,mae,MSE,MSE,99.9,0.9959226819691936,0.958904109589041,1.0,0.9605263157894737,0.9210526315789473
Model3,LIMITACION,STANDARD,mae,MSE,MSE,99.9,0.9947145877378436,0.947209653092006,0.9781931464174455,0.9585070026446157,0.9181286549707602
Model4,LIMITACION,STANDARD,mae,MSE,MSE,99.9,0.9968287526427061,0.9683257918552036,1.0,0.9692982456140351,0.9385964912280702
Model1,LIMITACION,STANDARD,mae,MSE,MSE,99.5,0.988221081244337,0.8825301204819277,0.9099378881987578,0.9260536559019629,0.8567251461988304
Model2,LIMITACION,STANDARD,mae,MSE,MSE,99.5,0.9953186348535186,0.9535232383808095,0.9784615384615385,0.9643549558609901,0.9298245614035088
Model3,LIMITACION,STANDARD,mae,MSE,MSE,99.5,0.991392328601631,0.9179856115107914,0.9036827195467422,0.9636672626364211,0.9327485380116959
Model4,LIMITACION,STANDARD,mae,MSE,MSE,99.5,0.995620658411356,0.9572901325478645,0.9643916913946587,0.9741907848176705,0.9502923976608187
Model1,LIMITACION,STANDARD,mae,MSE,MSE,99,0.9859559045605557,0.8661870503597123,0.8526912181303116,0.9359183521436287,0.8801169590643275
Model2,LIMITACION,STANDARD,mae,MSE,MSE,99,0.9953186348535186,0.9535232383808095,0.9784615384615385,0.9643549558609901,0.9298245614035088
Model3,LIMITACION,STANDARD,mae,MSE,MSE,99,0.988221081244337,0.8919667590027701,0.8473684210526315,0.9661423995232242,0.9415204678362573
Model4,LIMITACION,STANDARD,mae,MSE,MSE,99,0.993204469948656,0.9363507779349364,0.9068493150684932,0.981211122285544,0.9678362573099415
Model1,LIMITACION,MINMAX,mse,MAE,MAE,99.9,0.9830866807610994,0.8082191780821918,0.9752066115702479,0.8445515327597124,0.6900584795321637
Model2,LIMITACION,MINMAX,mse,MAE,MAE,99.9,0.9939595288432498,0.937888198757764,1.0,0.9415204678362573,0.8830409356725146
Model3,LIMITACION,MINMAX,mse,MAE,MAE,99.9,0.987012987012987,0.859016393442623,0.9776119402985075,0.8825632286661451,0.7660818713450293
Model4,LIMITACION,MINMAX,mse,MAE,MAE,99.9,0.995620658411356,0.9562594268476621,0.9875389408099688,0.9631318210600812,0.9269005847953217
Model1,LIMITACION,MINMAX,mse,MAE,MAE,99.5,0.980821504077318,0.7907742998352554,0.9056603773584906,0.8488867471225835,0.7017543859649122
Model2,LIMITACION,MINMAX,mse,MAE,MAE,99.5,0.9939595288432498,0.937888198757764,1.0,0.9415204678362573,0.8830409356725146
Model3,LIMITACION,MINMAX,mse,MAE,MAE,99.5,0.9842947749924494,0.8385093167701863,0.8940397350993378,0.8921890714046262,0.7894736842105263
Model4,LIMITACION,MINMAX,mse,MAE,MAE,99.5,0.994412564180006,0.9458272327964861,0.9472140762463344,0.9707891012031139,0.9444444444444444
Model1,LIMITACION,MINMAX,mse,MAE,MAE,99,0.979613409845968,0.786053882725832,0.8581314878892734,0.8593087682050136,0.7251461988304093
Model2,LIMITACION,MINMAX,mse,MAE,MAE,99,0.9939595288432498,0.937888198757764,1.0,0.9415204678362573,0.8830409356725146
Model3,LIMITACION,MINMAX,mse,MAE,MAE,99,0.9797644216248867,0.8029411764705883,0.8076923076923077,0.8939476477818751,0.7982456140350878
Model4,LIMITACION,MINMAX,mse,MAE,MAE,99,0.9915433403805497,0.9211267605633803,0.8885869565217391,0.9748058442284054,0.956140350877193
Model1,LIMITACION,MINMAX,mse,MSE,MSE,99.9,0.9720628209000302,0.6292585170340682,1.0,0.72953216374269,0.4590643274853801
Model2,LIMITACION,MINMAX,mse,MSE,MSE,99.9,0.9939595288432498,0.937888198757764,1.0,0.9415204678362573,0.8830409356725146
Model3,LIMITACION,MINMAX,mse,MSE,MSE,99.9,0.993204469948656,0.9306625577812018,0.9837133550488599,0.9411223786642827,0.8830409356725146
Model4,LIMITACION,MINMAX,mse,MSE,MSE,99.9,0.9868619752340683,0.8571428571428571,0.9775280898876404,0.8811012403620515,0.7631578947368421
Model1,LIMITACION,MINMAX,mse,MSE,MSE,99.5,0.9732709151313802,0.6549707602339181,0.9824561403508771,0.7453751815845345,0.49122807017543857
Model2,LIMITACION,MINMAX,mse,MSE,MSE,99.5,0.9939595288432498,0.937888198757764,1.0,0.9415204678362573,0.8830409356725146
Model3,LIMITACION,MINMAX,mse,MSE,MSE,99.5,0.9935064935064936,0.9355322338830584,0.96,0.9551053190300592,0.9122807017543859
Model4,LIMITACION,MINMAX,mse,MSE,MSE,99.5,0.9839927514346118,0.8348909657320873,0.8933333333333333,0.8892650947964391,0.783625730994152
Model1,LIMITACION,MINMAX,mse,MSE,MSE,99,0.9735729386892178,0.6641074856046066,0.9664804469273743,0.7524462696018177,0.5058479532163743
Model2,LIMITACION,MINMAX,mse,MSE,MSE,99,0.9939595288432498,0.937888198757764,1.0,0.9415204678362573,0.8830409356725146
Model3,LIMITACION,MINMAX,mse,MSE,MSE,99,0.992600422832981,0.9286754002911207,0.9246376811594202,0.9643042053115802,0.9327485380116959
Model4,LIMITACION,MINMAX,mse,MSE,MSE,99,0.9793113862881305,0.7976366322008863,0.8059701492537313,0.8895616828695944,0.7894736842105263
Model1,LIMITACION,MINMAX,mae,MAE,MAE,99.9,0.966626396858955,0.5327695560253699,0.9618320610687023,0.683812437143815,0.3684210526315789
Model2,LIMITACION,MINMAX,mae,MAE,MAE,99.9,0.9916943521594684,0.9125596184419714,1.0,0.9195906432748537,0.8391812865497076
Model3,LIMITACION,MINMAX,mae,MAE,MAE,99.9,0.9877680459075808,0.867862969004894,0.981549815498155,0.8884907997169142,0.7777777777777778
Model4,LIMITACION,MINMAX,mae,MAE,MAE,99.9,0.9959226819691936,0.9590288315629741,0.9968454258675079,0.9619086862591724,0.9239766081871345
Model1,LIMITACION,MINMAX,mae,MAE,MAE,99.5,0.9714587737843552,0.6557377049180327,0.8695652173913043,0.7610082132081796,0.5263157894736842
Model2,LIMITACION,MINMAX,mae,MAE,MAE,99.5,0.9916943521594684,0.9125596184419714,1.0,0.9195906432748537,0.8391812865497076
Model3,LIMITACION,MINMAX,mae,MAE,MAE,99.5,0.9877680459075808,0.8770864946889225,0.9116719242902208,0.9202853205199837,0.8450292397660819
Model4,LIMITACION,MINMAX,mae,MAE,MAE,99.5,0.9942615524010873,0.9444444444444444,0.9444444444444444,0.9707094833687191,0.9444444444444444
Model1,LIMITACION,MINMAX,mae,MAE,MAE,99,0.9714587737843552,0.6865671641791046,0.7931034482758621,0.7983322158900436,0.6052631578947368
Model2,LIMITACION,MINMAX,mae,MAE,MAE,99,0.9916943521594684,0.9125596184419714,1.0,0.9195906432748537,0.8391812865497076
Model3,LIMITACION,MINMAX,mae,MAE,MAE,99,0.9836907278767744,0.8439306358381503,0.8342857142857143,0.9222827504004171,0.8538011695906432
Model4,LIMITACION,MINMAX,mae,MAE,MAE,99,0.991392328601631,0.919605077574048,0.888283378746594,0.9733438559243117,0.9532163742690059
Model1,LIMITACION,MINMAX,mae,MSE,MSE,99.9,0.9867109634551495,0.8552631578947368,0.9774436090225563,0.879639252057958,0.7602339181286549
Model2,LIMITACION,MINMAX,mae,MSE,MSE,99.9,0.9942615524010873,0.9411764705882353,1.0,0.9444444444444444,0.8888888888888888
Model3,LIMITACION,MINMAX,mae,MSE,MSE,99.9,0.9848988221081244,0.8316498316498316,0.9801587301587301,0.8607130219391366,0.7222222222222222
Model4,LIMITACION,MINMAX,mae,MSE,MSE,99.9,0.9935064935064936,0.9329173166926676,1.0,0.9371345029239766,0.8742690058479532
Model1,LIMITACION,MINMAX,mae,MSE,MSE,99.5,0.9877680459075808,0.8767123287671234,0.9142857142857143,0.918902950050285,0.8421052631578947
Model2,LIMITACION,MINMAX,mae,MSE,MSE,99.5,0.9942615524010873,0.9411764705882353,1.0,0.9444444444444444,0.8888888888888888
Model3,LIMITACION,MINMAX,mae,MSE,MSE,99.5,0.9830866807610994,0.8210862619808307,0.9049295774647887,0.8735813126233843,0.7514619883040936
Model4,LIMITACION,MINMAX,mae,MSE,MSE,99.5,0.993204469948656,0.9331352154531947,0.9486404833836858,0.9577108243006667,0.9181286549707602
Model1,LIMITACION,MINMAX,mae,MSE,MSE,99,0.9845967985502869,0.853868194842407,0.8370786516853933,0.9310546802249785,0.8713450292397661
Model2,LIMITACION,MINMAX,mae,MSE,MSE,99,0.9942615524010873,0.9411764705882353,1.0,0.9444444444444444,0.8888888888888888
Model3,LIMITACION,MINMAX,mae,MSE,MSE,99,0.9788583509513742,0.7878787878787878,0.8176100628930818,0.8754991246694229,0.7602339181286549
Model4,LIMITACION,MINMAX,mae,MSE,MSE,99,0.9886741165810933,0.8936170212765957,0.8677685950413223,0.9567046597385183,0.9210526315789473
Model1,LIMITACION,ROBUST,mse,MAE,MAE,99.9,0.9966777408637874,0.9671641791044776,0.9878048780487805,0.973365739188736,0.9473684210526315
Model2,LIMITACION,ROBUST,mse,MAE,MAE,99.9,0.9960736937481124,0.9604863221884498,1.0,0.9619883040935673,0.9239766081871345
Model3,LIMITACION,ROBUST,mse,MAE,MAE,99.9,0.9974327997583812,0.9748148148148148,0.987987987987988,0.9806756807092041,0.9619883040935673
Model4,LIMITACION,ROBUST,mse,MAE,MAE,99.9,0.9965267290848686,0.9657228017883756,0.9848024316109423,0.9732861213543411,0.9473684210526315
Model1,LIMITACION,ROBUST,mse,MAE,MAE,99.5,0.9954696466324373,0.9560117302052785,0.9588235294117647,0.9754935374529742,0.9532163742690059
Model2,LIMITACION,ROBUST,mse,MAE,MAE,99.5,0.9960736937481124,0.9604863221884498,1.0,0.9619883040935673,0.9239766081871345
Model3,LIMITACION,ROBUST,mse,MAE,MAE,99.5,0.995620658411356,0.9581529581529582,0.9458689458689459,0.9838673781055612,0.9707602339181286
Model4,LIMITACION,ROBUST,mse,MAE,MAE,99.5,0.9945635759589248,0.9482758620689654,0.9322033898305084,0.9805453123253994,0.9649122807017544
Model1,LIMITACION,ROBUST,mse,MAE,MAE,99,0.9941105406221685,0.9438848920863309,0.9291784702549575,0.9775417178828174,0.9590643274853801
Model2,LIMITACION,ROBUST,mse,MAE,MAE,99,0.9960736937481124,0.9604863221884498,1.0,0.9619883040935673,0.9239766081871345
Model3,LIMITACION,ROBUST,mse,MAE,MAE,99,0.992600422832981,0.9316596931659693,0.8906666666666667,0.9850397623570604,0.9766081871345029
Model4,LIMITACION,ROBUST,mse,MAE,MAE,99,0.9922983992751434,0.9284712482468443,0.8921832884097035,0.9807334152791746,0.9678362573099415
Model1,LIMITACION,ROBUST,mse,MSE,MSE,99.9,0.993204469948656,0.9304482225656878,0.9868852459016394,0.9397400081945843,0.8801169590643275
Model2,LIMITACION,ROBUST,mse,MSE,MSE,99.9,0.9951676230745998,0.9510703363914372,0.9967948717948718,0.9545987447387044,0.9093567251461988
Model3,LIMITACION,ROBUST,mse,MSE,MSE,99.9,0.9963757173059499,0.9640718562874252,0.9877300613496932,0.9704417625805491,0.9415204678362573
Model4,LIMITACION,ROBUST,mse,MSE,MSE,99.9,0.9953186348535186,0.9532428355957768,0.9844236760124611,0.9615902149215927,0.9239766081871345
Model1,LIMITACION,ROBUST,mse,MSE,MSE,99.5,0.993204469948656,0.9337260677466864,0.9406528189910979,0.9618579357097627,0.9269005847953217
Model2,LIMITACION,ROBUST,mse,MSE,MSE,99.5,0.9957716701902748,0.9575757575757576,0.9937106918238994,0.9618290684247774,0.9239766081871345
Model3,LIMITACION,ROBUST,mse,MSE,MSE,99.5,0.9953186348535186,0.9548762736535662,0.9507246376811594,0.9781786605579766,0.9590643274853801
Model4,LIMITACION,ROBUST,mse,MSE,MSE,99.5,0.9947145877378436,0.9494949494949495,0.9373219373219374,0.9792425596900957,0.9619883040935673
Model1,LIMITACION,ROBUST,mse,MSE,MSE,99,0.991392328601631,0.9191489361702128,0.8925619834710744,0.9705791149849144,0.9473684210526315
Model2,LIMITACION,ROBUST,mse,MSE,MSE,99,0.9962247055270311,0.9625187406296851,0.9876923076923076,0.9689797742764555,0.9385964912280702
Model3,LIMITACION,ROBUST,mse,MSE,MSE,99,0.9942615524010873,0.945868945868946,0.9222222222222223,0.9831508175960071,0.9707602339181286
Model4,LIMITACION,ROBUST,mse,MSE,MSE,99,0.9916943521594684,0.9237170596393898,0.8786279683377308,0.9831796848809923,0.9736842105263158
Model1,LIMITACION,ROBUST,mae,MAE,MAE,99.9,0.9915433403805497,0.9122257053291536,0.9831081081081081,0.9250405073192536,0.8508771929824561
Model2,LIMITACION,ROBUST,mae,MAE,MAE,99.9,0.9954696466324373,0.9542682926829268,0.9968152866242038,0.9575227213468916,0.9152046783625731
Model3,LIMITACION,ROBUST,mae,MAE,MAE,99.9,0.995620658411356,0.9562594268476621,0.9875389408099688,0.9631318210600812,0.9269005847953217
Model4,LIMITACION,ROBUST,mae,MAE,MAE,99.9,0.9947145877378436,0.9468892261001518,0.9842271293375394,0.9557422617052185,0.9122807017543859
Model1,LIMITACION,ROBUST,mae,MAE,MAE,99.5,0.9921473874962247,0.924198250728863,0.9215116279069767,0.9613006108689984,0.9269005847953217
Model2,LIMITACION,ROBUST,mae,MAE,MAE,99.5,0.9965267290848686,0.9657228017883756,0.9848024316109423,0.9732861213543411,0.9473684210526315
Model3,LIMITACION,ROBUST,mae,MAE,MAE,99.5,0.9942615524010873,0.9447674418604651,0.9393063583815029,0.9734742243081164,0.9502923976608187
Model4,LIMITACION,ROBUST,mae,MAE,MAE,99.5,0.9953186348535186,0.9550072568940493,0.9481268011527377,0.9795610310276753,0.9619883040935673
Model1,LIMITACION,ROBUST,mae,MAE,MAE,99,0.9906372697070371,0.9138888888888888,0.8703703703703703,0.9770928781614333,0.9619883040935673
Model2,LIMITACION,ROBUST,mae,MAE,MAE,99,0.9965267290848686,0.9657228017883756,0.9848024316109423,0.9732861213543411,0.9473684210526315
Model3,LIMITACION,ROBUST,mae,MAE,MAE,99,0.992600422832981,0.9306930693069306,0.9013698630136986,0.978127910008567,0.9619883040935673
Model4,LIMITACION,ROBUST,mae,MAE,MAE,99,0.9930534581697372,0.9352112676056339,0.9021739130434783,0.9825138749208479,0.9707602339181286
Model1,LIMITACION,ROBUST,mae,MSE,MSE,99.9,0.991392328601631,0.9105180533751962,0.9830508474576272,0.92357851901516,0.847953216374269
Model2,LIMITACION,ROBUST,mae,MSE,MSE,99.9,0.9957716701902748,0.9574468085106383,0.9968354430379747,0.9604466979550788,0.9210526315789473
Model3,LIMITACION,ROBUST,mae,MSE,MSE,99.9,0.9966777408637874,0.9670658682634731,0.99079754601227,0.9719833687190375,0.9444444444444444
Model4,LIMITACION,ROBUST,mae,MSE,MSE,99.9,0.9951676230745998,0.9518072289156626,0.9813664596273292,0.9615105970871978,0.9239766081871345
Model1,LIMITACION,ROBUST,mae,MSE,MSE,99.5,0.9929024463908185,0.9313868613138686,0.9300291545189504,0.9644634409803702,0.9327485380116959
Model2,LIMITACION,ROBUST,mae,MSE,MSE,99.5,0.995620658411356,0.9559939301972685,0.9936908517350158,0.9603670801206838,0.9210526315789473
Model3,LIMITACION,ROBUST,mae,MSE,MSE,99.5,0.9957716701902748,0.9588235294117646,0.9644970414201184,0.975652773121764,0.9532163742690059
Model4,LIMITACION,ROBUST,mae,MSE,MSE,99.5,0.9941105406221685,0.9438848920863309,0.9291784702549575,0.9775417178828174,0.9590643274853801
Model1,LIMITACION,ROBUST,mae,MSE,MSE,99,0.9904862579281184,0.9113924050632912,0.8780487804878049,0.9701014079785449,0.9473684210526315
Model2,LIMITACION,ROBUST,mae,MSE,MSE,99,0.995620658411356,0.9559939301972685,0.9936908517350158,0.9603670801206838,0.9210526315789473
Model3,LIMITACION,ROBUST,mae,MSE,MSE,99,0.9945635759589248,0.9490084985835694,0.9203296703296703,0.9874571646738927,0.97953216374269
Model4,LIMITACION,ROBUST,mae,MSE,MSE,99,0.9924494110540623,0.9297752808988763,0.8945945945945946,0.9808130331135695,0.9678362573099415
